Date,Bogle,Dividend Yield,PE,Earnings Growth,Earnings,Index Level
1878.05,NaN,0.054252199413489736,11.18032786885246,NaN,0.304200,3.340000,
1878.06,NaN,0.05293103448275862,11.379986919555265,NaN,0.305000,3.410000,
1878.07,NaN,0.05313043478260869,11.248777306814478,NaN,0.305800,3.480000,
1878.08,NaN,0.051846590909090905,11.447154471544716,NaN,0.306700,3.450000,
1878.09,NaN,0.05221264367816092,11.287706779111254,NaN,0.307500,3.520000,
1878.1,NaN,0.052103746397694516,11.222509702457957,NaN,0.308300,3.480000,
1878.11,NaN,0.05217391304347826,11.129032258064516,NaN,0.309200,3.470000,
1878.12,NaN,0.050754189944134075,11.336288790373654,NaN,0.310000,3.450000,
1879.01,NaN,0.04940700808625337,11.532483680447623,NaN,0.315800,3.580000,
1879.02,NaN,0.050684931506849315,11.14503816793893,NaN,0.321700,3.710000,
1879.03,NaN,0.049522546419098146,11.311131113111312,NaN,0.327500,3.650000,
1879.04,NaN,0.047791878172588835,11.61556603773585,NaN,0.333300,3.770000,
1879.05,NaN,0.04797979797979798,11.478260869565219,NaN,0.339200,3.940000,
1879.06,NaN,0.04745049504950495,11.516533637400228,NaN,0.345000,3.960000,
1879.07,NaN,0.04749385749385749,11.410148584244464,NaN,0.350800,4.040000,
1879.08,NaN,0.04620853080568721,11.641379310344828,NaN,0.356700,4.070000,
1879.09,NaN,0.04202991452991454,12.707032310616343,NaN,0.362500,4.220000,
1879.1,NaN,0.04022312373225152,13.174772848743988,NaN,0.368300,4.680000,
1879.11,NaN,0.04065040650406505,12.947368421052632,NaN,0.374200,4.930000,
1879.12,NaN,0.040117416829745595,13.129496402877699,NaN,0.380000,4.920000,
1880.01,-0.9306364283554219,0.04038461538461538,13.05548581471253,-0.02852935522979294,0.389200,5.110000,
1880.02,-0.7952687966740251,0.040566037735849055,13.006134969325155,-0.026986461132649242,0.398300,5.200000,
1880.03,-0.8929951982511696,0.042471042471042476,12.431005519558434,-0.025453369932253778,0.407500,5.300000,
1880.04,-1.2788427340435824,0.04716981132075472,11.202442461249412,-0.023926990758801336,0.416700,5.180000,
1880.05,-1.2074660436227236,0.048016701461377875,11.011494252873563,-0.022404266114995686,0.425800,4.770000,
1880.06,-0.9361477469010081,0.046906187624750496,11.278703286807744,-0.02089063898833632,0.435000,4.790000,
1880.07,-0.706749722249176,0.046242774566473986,11.449371277299802,-0.019383056559717615,0.444200,5.010000,
1880.08,-0.6633464206930297,0.0472972972972973,11.2,-0.017878494191419958,0.453300,5.190000,
1880.09,-0.46768999816882917,0.04690431519699812,11.299554801780793,-0.016382375660521475,0.462500,5.180000,
1880.1,-0.1534830147367841,0.045454545454545456,11.668053244592347,-0.014891680640021887,0.471700,5.330000,
1880.11,0.10760989434919696,0.044520547945205484,11.918367346938776,-0.013403412158070616,0.480800,5.610000,
1880.12,0.7349221326574312,0.04281098546042003,12.741869081926719,-0.011922979008336165,0.490000,5.840000,
1881.01,0.9536709807537576,0.04376012965964344,12.808802159020136,-0.011196361615749217,0.485800,6.190000,
1881.02,1.2548022542586517,0.044070512820512824,13.068062827225132,-0.010455121457993766,0.481700,6.170000,
1881.03,1.4768941792640224,0.045016077170418015,13.141770547221634,-0.009730516933752376,0.477500,6.240000,
1881.04,1.9501373985399613,0.04384615384615384,13.853367433930094,-0.009006873345867028,0.473300,6.220000,
1881.05,2.255851428933332,0.044072948328267476,14.150537634408602,-0.008268621258896602,0.469200,6.500000,
1881.06,2.3051928422012304,0.046456692913385826,13.780381944444445,-0.007546861698100926,0.465000,6.580000,
1881.07,2.423121884619454,0.04838709677419355,13.575651412305671,-0.006826000196692106,0.460800,6.350000,
1881.08,2.7078229024081897,0.048799999999999996,13.812154696132596,-0.006090541921241366,0.456700,6.200000,
1881.09,2.8734272825078553,0.050406504065040644,13.71849208119563,-0.005371438920664495,0.452500,6.250000,
1881.1,3.1477303266916765,0.05088852988691438,13.935164340387214,-0.004653172680570972,0.448300,6.150000,
1881.11,3.2596706463408447,0.05324459234608985,13.659090909090908,-0.003920318845887394,0.444200,6.190000,
1881.12,3.281901212964422,0.05405405405405406,13.479052823315119,-0.003203688657756887,0.440000,6.010000,
1882.01,3.296014871569196,0.055267702936096716,13.210130047912388,-0.002299244596494332,0.439200,5.920000,
1882.02,3.3970570416718955,0.05536332179930796,13.211428571428572,-0.0013940744115366055,0.438300,5.790000,
1882.03,3.505588519019746,0.05536332179930796,13.235630867872683,-0.0004881403352411384,0.437500,5.780000,
1882.04,3.5649730922777567,0.05604203152364273,13.102340523175767,0.0004185955213844572,0.436700,5.780000,
1882.05,3.6517459849516896,0.056338028169014086,13.057471264367816,0.0013261711781213936,0.435800,5.710000,
1882.06,3.998206139947923,0.05333333333333334,13.81851681252879,0.002234624795041773,0.435000,5.680000,
1882.07,4.245703299489507,0.05177993527508091,14.262635587352872,0.0031439946820768228,0.434200,6.000000,
1882.08,4.400677005032001,0.05128205128205128,14.427745664739884,0.004054319308658405,0.433300,6.180000,
1882.09,4.380978469916609,0.05271828665568369,14.060690294185779,0.004965637313439464,0.432500,6.240000,
1882.1,4.297859425540668,0.055077452667814115,13.486536675951717,0.0058779875141010685,0.431700,6.070000,
1882.11,4.429762116029046,0.05479452054794521,13.581395348837209,0.0067914089172502745,0.430800,5.810000,
1882.12,4.569967362781425,0.055215146299483646,13.5906432748538,0.007705940728416127,0.430000,5.840000,
1883.01,4.647303916324389,0.05663732394366197,13.364705882352942,0.00870329990917873,0.427500,5.810000,
1883.02,4.870621850389469,0.05608695652173913,13.609467455621303,0.009704637075037548,0.425000,5.680000,
1883.03,5.1318311028318515,0.055076660988074955,13.976190476190476,0.010710025164950121,0.422500,5.750000,
1883.04,5.233394145502486,0.056187175043327556,13.820359281437126,0.011719538406681052,0.420000,5.870000,
1883.05,5.444409041079476,0.055841924398625425,14.02409638554217,0.012733252354121705,0.417500,5.770000,
1883.06,5.553848785460441,0.05685863874345549,13.890909090909092,0.013751243925832712,0.415000,5.820000,
1883.07,5.546102198023621,0.059725776965265084,13.341463414634147,0.01477359144485657,0.412500,5.730000,
1883.08,5.765600295227361,0.05922242314647378,13.570552147239265,0.015800374679855622,0.410000,5.470000,
1883.09,5.8391934702876185,0.06102230483271375,13.28395061728395,0.016831674887629156,0.407500,5.530000,
1883.1,6.07551848850252,0.06029304029304029,13.565217391304348,0.017867574857066693,0.405000,5.380000,
1883.12,6.173031446724761,0.06179775280898877,13.35,0.01890815895460607,0.400000,5.340000,
1884.01,6.322949105988755,0.06337837837837838,13.197452229299362,0.019953513171246717,0.392500,5.180000,
1884.02,6.602412392990234,0.06140977443609022,13.818181818181818,0.020202632707174706,0.385000,5.320000,
1884.03,6.775305380507998,0.06132075471698114,14.039735099337747,0.020453503195493106,0.377500,5.300000,
1884.04,6.7991180541078,0.06389328063241106,13.675675675675675,0.02070614392001824,0.370000,5.060000,
1884.05,6.72594900807303,0.06918279569892473,12.827586206896553,0.020960574458787518,0.362500,4.650000,
1884.06,6.805037668679239,0.07174887892376682,12.563380281690142,0.02121681468985659,0.355000,4.460000,
1884.07,7.001161589688134,0.07136771300448431,12.83453237410072,0.021474884797239913,0.347500,4.460000,
1884.08,7.383359595363655,0.06681434599156118,13.941176470588236,0.021734805276995006,0.340000,4.740000,
1884.09,7.493833195981839,0.06862745098039216,13.804511278195488,0.02199659694345435,0.332500,4.590000,
1884.1,7.611339465570591,0.07056306306306306,13.661538461538463,0.022260280935614718,0.325000,4.440000,
1884.11,7.775323172225951,0.0716551724137931,13.700787401574802,0.022525878723681947,0.317500,4.350000,
1884.12,7.992137280137116,0.07142857142857142,14,0.022793412115778677,0.310000,4.340000,
1885.01,7.926550493773895,0.07174528301886793,13.824584284316924,0.023062903264821744,0.306700,4.240000,
1885.02,7.86309703478746,0.06826086956521739,14.408176722716782,0.021833880653490567,0.303300,4.370000,
1885.03,7.719771726670734,0.06678082191780822,14.6,0.020572406342974414,0.300000,4.380000,
1885.04,7.565934379563657,0.06560640732265446,14.728682170542635,0.019339454730902483,0.296700,4.370000,
1885.05,7.381964947600443,0.06499999999999999,14.728946471189909,0.01810438995029795,0.293300,4.320000,
1885.06,7.2166855365915605,0.06395348837209303,14.827586206896552,0.01683661664734548,0.290000,4.300000,
1885.07,7.210042209217956,0.060358744394618837,15.55633065922567,0.015597042285556695,0.286700,4.460000,
1885.08,6.746942341454629,0.05590233545647558,16.62548535121779,0.01435506229175898,0.283300,4.710000,
1885.09,6.577914604247055,0.0553763440860215,16.607142857142858,0.013080086163284488,0.280000,4.650000,
1885.1,5.344281983387466,0.05115853658536585,17.780990242139502,0.01183299342738886,0.276700,4.920000,
1885.11,4.030447439601679,0.04690839694656488,19.173069886571536,0.010583190620734984,0.273300,5.240000,
1885.12,3.781046692146133,0.04615384615384615,19.25925925925926,0.009300071259026987,0.270000,5.200000,
1886.01,3.8093575387348624,0.04582692307692308,18.909090909090907,0.00804452683209611,0.275000,5.200000,
1886.02,3.533343309177913,0.044660377358490565,18.928571428571427,0.0065555292180130564,0.280000,5.300000,
1886.03,3.8377405295135474,0.04527938342967244,18.210526315789476,0.0050593903610940405,0.285000,5.190000,
1886.04,4.031725358353714,0.045566406250000004,17.655172413793107,0.0035829185647413553,0.290000,5.120000,
1886.05,4.314330414267853,0.046155378486055776,17.016949152542374,0.0021124139201269543,0.295000,5.020000,
1886.06,3.650182098133932,0.04380952380952381,17.5,0.0006341731002235118,0.300000,5.250000,
1886.07,3.4207891824627974,0.042833020637898685,17.475409836065573,-0.0008249736976014832,0.305000,5.330000,
1886.08,3.3021988346852718,0.042216014897579146,17.322580645161292,-0.00227871935211188,0.310000,5.370000,
1886.09,2.9197914448145528,0.04083484573502723,17.49206349206349,-0.003740776339763996,0.315000,5.510000,
1886.1,2.5499625008249907,0.03952212389380531,17.65625,-0.005184270401153435,0.320000,5.650000,
1886.11,2.1923434021910695,0.03829015544041451,17.815384615384616,-0.006622900578275526,0.325000,5.790000,
1886.12,2.5376202287622607,0.03900709219858156,17.09090909090909,-0.00807040133735204,0.330000,5.640000,
1887.01,2.6646951906643013,0.039874551971326166,16.781954887218046,-0.009499832506219441,0.332500,5.580000,
1887.02,2.7920638113855456,0.04061371841155235,16.53731343283582,-0.010438199954340921,0.335000,5.540000,
1887.03,2.488768995238682,0.04012345679012346,16.799999999999997,-0.01140012374988364,0.337500,5.670000,
1887.04,2.195107847321296,0.039655172413793106,17.058823529411764,-0.012332543602932011,0.340000,5.800000,
1887.05,1.9790566666027778,0.039406779661016945,17.226277372262775,-0.013262096362435583,0.342500,5.900000,
1887.06,2.4110321730359594,0.04101221640488656,16.608695652173914,-0.014215235665463233,0.345000,5.730000,
1887.07,2.683494910362652,0.042486583184257604,16.086330935251798,-0.015139172672518075,0.347500,5.590000,
1887.08,2.4217566356166778,0.04403669724770642,15.571428571428573,-0.016060403101650467,0.350000,5.450000,
1887.09,2.2315430417977655,0.04507434944237918,15.26241134751773,-0.017005255328195412,0.352500,5.380000,
1887.1,1.9362871436381102,0.047115384615384615,14.647887323943664,-0.01792118838900092,0.355000,5.200000,
1887.11,1.9224170807324679,0.04669811320754717,14.825174825174825,-0.01883456899796998,0.357500,5.300000,
1887.12,1.7774549010026799,0.04743833017077799,14.638888888888888,-0.019771611879177642,0.360000,5.270000,
1888.01,1.9251528479649351,0.04676082862523541,15.098094967301677,-0.020680001126065828,0.351700,5.310000,
1888.02,1.8992184614131298,0.04672348484848485,15.380133993591611,-0.022741873729118844,0.343300,5.280000,
1888.03,1.699933922285743,0.04822834645669291,15.164179104477611,-0.02483356369705192,0.335000,5.080000,
1888.04,1.729136692916746,0.047705882352941174,15.610651974288338,-0.026906450247846547,0.326700,5.100000,
1888.05,1.731109745752541,0.0467504835589942,16.242538485705307,-0.028985502681872166,0.318300,5.170000,
1888.06,1.6760162620551646,0.04790419161676647,16.161290322580644,-0.03109633691772229,0.310000,5.010000,
1888.07,0.7930830820661788,0.04636186770428016,17.036791514749748,-0.03318940901567313,0.301700,5.140000,
1888.08,-0.04255130072947644,0.045085714285714285,17.899761336515514,-0.035290190636199426,0.293300,5.250000,
1888.09,-0.9350978442724756,0.04368029739776952,18.87719298245614,-0.0374248840762097,0.285000,5.380000,
1888.1,-1.397848834942382,0.04360747663551402,19.335019877123237,-0.03954290847130204,0.276700,5.350000,
1888.11,-1.6519765947689065,0.044217557251908395,19.530376444278794,-0.04167030659138893,0.268300,5.240000,
1888.12,-1.9393380753607248,0.044747081712062264,19.769230769230766,-0.043833944596552654,0.260000,5.140000,
1889.01,-2.3227480364480066,0.04374045801526717,19.90125332320547,-0.045982080129339575,0.263300,5.240000,
1889.02,-2.440841238971503,0.04307547169811321,19.872515935508062,-0.04664555196976994,0.266700,5.300000,
1889.03,-2.091590267341027,0.04383429672447013,19.22222222222222,-0.04730261913292344,0.270000,5.190000,
1889.04,-2.0224048323631325,0.04376447876447877,18.953530918404685,-0.0479721772814673,0.273300,5.180000,
1889.05,-2.3671965951731164,0.04244360902255639,19.226599204915072,-0.04864482936381098,0.276700,5.320000,
1889.06,-2.5693042711515264,0.041589648798521256,19.32142857142857,-0.049311219681732354,0.280000,5.410000,
1889.07,-2.238117955451091,0.042301886792452836,18.70808330391811,-0.04999018536413602,0.283300,5.300000,
1889.08,-2.390324446509442,0.0415828677839851,18.730380188350193,-0.05067236177564971,0.286700,5.370000,
1889.09,-2.697446480297034,0.04045454545454546,18.965517241379313,-0.0513484252652302,0.290000,5.500000,
1889.1,-2.4052529879366973,0.041055555555555553,18.411183088987386,-0.05203715520950103,0.293300,5.400000,
1889.11,-2.242129880915929,0.04127102803738318,18.03168183350185,-0.052729219236383185,0.296700,5.350000,
1889.12,-2.133974445533779,0.041353383458646614,17.733333333333334,-0.05341532557872397,0.300000,5.320000,
1890.01,-2.3902191552992136,0.040892193308550186,17.981283422459892,-0.054114196680335236,0.299200,5.380000,
1890.02,-2.180108040051662,0.041353383458646614,17.8343949044586,-0.05330294783740497,0.298300,5.320000,
1890.03,-2.0194813510446683,0.041666666666666664,17.747899159663866,-0.05250080828798187,0.297500,5.280000,
1890.04,-2.2576777054196846,0.04081632653061225,18.166498146275696,-0.05167666681144245,0.296700,5.390000,
1890.05,-2.796156664214987,0.03914590747330961,18.999323867478026,-0.05084591470855215,0.295800,5.620000,
1890.06,-2.640841563481959,0.03942652329749104,18.91525423728814,-0.0500239604694509,0.295000,5.580000,
1890.07,-2.482458878291894,0.039711191335740074,18.830727396329028,-0.04917965384274492,0.294200,5.540000,
1890.08,-2.0921338377367276,0.04066543438077634,18.44527787248551,-0.04832839295989544,0.293300,5.410000,
1890.09,-1.7968521289172785,0.041353383458646614,18.18803418803419,-0.047485594828790334,0.292500,5.320000,
1890.1,-1.0765093072772327,0.04330708661417323,17.415152553993828,-0.0466200663785451,0.291700,5.080000,
1890.11,0.07907404478364605,0.046709129511677286,16.196698762035762,-0.045747213155574507,0.290800,4.710000,
1890.12,0.10289440289705243,0.04782608695652174,15.862068965517242,-0.04488246134733642,0.290000,4.600000,
1891.01,-0.027296161700625377,0.045454545454545456,16.451393609789257,-0.043994570991713555,0.294200,4.840000,
1891.02,0.0727871156317908,0.044897959183673466,16.426416359369764,-0.04258934358389499,0.298300,4.900000,
1891.03,0.28791515294646075,0.04573804573804574,15.900826446280991,-0.04118781770149471,0.302500,4.810000,
1891.04,0.4271314356174942,0.044265593561368215,16.204760352135636,-0.039773332878869416,0.306700,4.970000,
1891.05,0.4581288076449246,0.044444444444444446,15.926640926640927,-0.03835403706662632,0.310800,4.950000,
1891.06,0.3541895583451249,0.04536082474226805,15.396825396825395,-0.03693743420633899,0.315000,4.850000,
1891.07,0.27635417015003727,0.04612159329140462,14.943609022556391,-0.035507815860828296,0.319200,4.770000,
1891.08,0.4710806665970596,0.04462474645030426,15.248994741725951,-0.03407284107824504,0.323300,4.930000,
1891.09,0.798380140330629,0.04127579737335835,16.27480916030534,-0.03263951986737579,0.327500,5.330000,
1891.1,0.9460863612506809,0.04127579737335835,16.06873681037082,-0.031193101423686365,0.331700,5.330000,
1891.11,0.8806836779481477,0.0419047619047619,15.634306134603932,-0.02974075129610998,0.335800,5.250000,
1891.12,1.077403331813269,0.04066543438077634,15.911764705882351,-0.028288978861557235,0.340000,5.410000,
1892.01,1.290730412550825,0.040235934664246825,16.08759124087591,-0.02682399947654468,0.342500,5.510000,
1892.02,1.4570823818864203,0.04045289855072464,16,-0.024831915883228972,0.345000,5.520000,
1892.03,1.6785954144622064,0.04032258064516129,16.057553956834532,-0.022845221792288095,0.347500,5.580000,
1892.04,1.8270895243415797,0.04070017953321364,15.914285714285716,-0.020842679248510354,0.350000,5.570000,
1892.05,1.9856125149507278,0.04098743267504488,15.801418439716313,-0.018834337798264156,0.352500,5.570000,
1892.06,2.114657787109383,0.04151624548736462,15.605633802816902,-0.016829564759167193,0.355000,5.540000,
1892.07,2.277585560443354,0.041823104693140795,15.496503496503497,-0.014808118561201344,0.357500,5.540000,
1892.08,2.5227799819756203,0.041512455516014235,15.611111111111112,-0.012779521340172684,0.360000,5.620000,
1892.09,2.542716614544036,0.04288321167883211,15.117241379310347,-0.010752622080969942,0.362500,5.480000,
1892.1,2.8224148488256176,0.042343470483005366,15.315068493150685,-0.008708153776004313,0.365000,5.590000,
1892.11,2.9681634567156667,0.042782764811490126,15.156462585034015,-0.006655114071263291,0.367500,5.570000,
1892.12,3.076119932978393,0.043557168784029036,14.891891891891891,-0.004601832697822661,0.370000,5.510000,
1893.01,3.648962848515542,0.04292335115864527,15.548780487804878,-0.0025300002428684243,0.360800,5.610000,
1893.02,3.85650606822704,0.043865698729582576,15.66676144441285,-0.002150164627645057,0.351700,5.510000,
1893.03,3.9724749943138487,0.045668549905838046,15.503649635036494,-0.0017505789457140652,0.342500,5.310000,
1893.04,4.297627314708548,0.045819209039548024,15.93159315931593,-0.0013648593416532018,0.333300,5.310000,
1893.05,4.1531458215016945,0.05045454545454545,14.929056138186304,-0.0009761883002163962,0.324200,4.840000,
1893.06,4.265894681156861,0.05314533622559652,14.634920634920636,-0.0005673773937976412,0.315000,4.610000,
1893.07,4.197543813278724,0.05880382775119617,13.669064748201437,-0.00017259734415098205,0.305800,4.180000,
1893.08,4.462488367030163,0.0604656862745098,13.751263902932255,0.00022524808364599025,0.296700,4.080000,
1893.09,5.111881172252351,0.05663615560640732,15.200000000000001,0.0006436390371340472,0.287500,4.370000,
1893.1,5.622189081490837,0.05517777777777778,16.169601149838304,0.0010478308909305234,0.278300,4.500000,
1893.11,5.110105660249284,0.054529540481400435,16.976225854383358,0.0014552083977901198,0.269200,4.570000,
1893.12,5.377617786415701,0.056689342403628114,16.96153846153846,0.0018835539247066269,0.260000,4.410000,
1894.01,5.341847286269899,0.05710648148148148,17.163289630512516,0.0022975285816926316,0.251700,4.320000,
1894.02,4.5085559059552915,0.055547945205479454,18.002466091245378,0.0003368011210964639,0.243300,4.380000,
1894.03,3.4303166732500214,0.05321507760532151,19.19148936170213,-0.0016271192497609999,0.235000,4.510000,
1894.04,2.588245332806087,0.05179431072210065,20.15880017644464,-0.0036123491397703766,0.226700,4.570000,
1894.05,2.5128192742663082,0.05302272727272727,20.155748969308295,-0.005610500708817967,0.218300,4.400000,
1894.06,2.0535212460633017,0.05299539170506913,20.666666666666668,-0.007613903190093252,0.210000,4.340000,
1894.07,1.6868092845091178,0.05334117647058824,21.070897372335153,-0.009639682505057423,0.201700,4.250000,
1894.08,0.39262715783109775,0.05063492063492063,22.81427832384894,-0.011680032329409618,0.193300,4.410000,
1894.09,-0.5840282185215644,0.049107142857142856,24.216216216216218,-0.013727878391470716,0.185000,4.480000,
1894.1,-0.8562780417803395,0.04993087557603687,24.561403508771928,-0.015799350071546092,0.176700,4.340000,
1894.11,-1.6524942096710307,0.049147465437788015,25.78728461081402,-0.01788724247314799,0.168300,4.340000,
1894.12,-2.327093355759393,0.04883720930232558,26.875,-0.01998510273612042,0.160000,4.300000,
1895.01,-1.918639862795219,0.04901176470588236,25.37313432835821,-0.022108054348791817,0.167500,4.250000,
1895.02,-1.3837481378798457,0.04933174224343675,23.942857142857147,-0.02313104673651689,0.175000,4.190000,
1895.03,-1.0913842423300033,0.048926014319809065,22.958904109589042,-0.02415697206110723,0.182500,4.190000,
1895.04,-1.4529058386102967,0.04652173913043478,23,-0.025182677226347705,0.190000,4.370000,
1895.05,-1.9854268050096269,0.0437527114967462,23.341772151898734,-0.026209791567169627,0.197500,4.610000,
1895.06,-2.0225142317709506,0.0425531914893617,22.926829268292686,-0.02724023071684989,0.205000,4.700000,
1895.07,-1.8519821932930134,0.04201271186440678,22.211764705882352,-0.02827041473784908,0.212500,4.720000,
1895.08,-1.8440842797395267,0.04106471816283925,21.772727272727273,-0.02930218871849044,0.220000,4.790000,
1895.09,-1.7278148410890002,0.04045643153526971,21.186813186813186,-0.030337687889576248,0.227500,4.820000,
1895.1,-1.3251015304752554,0.04069473684210526,20.21276595744681,-0.03137290002804294,0.235000,4.750000,
1895.11,-0.6523704431651601,0.04176470588235295,18.927835051546392,-0.03240988897967212,0.242500,4.590000,
1895.12,0.38629453246535606,0.04398148148148148,17.28,-0.03345101307502141,0.250000,4.320000,
1896.01,0.29840455053107906,0.04430913348946137,17.30847182813133,-0.0344918216410558,0.246700,4.270000,
